source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[ancestry category]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[panel name]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[olink panel]	comment[olink platform]	comment[npx normalization]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf version]	comment[sdrf annotation tool]
PAD000009-L17_NIST_N6	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	13	not applicable	blood plasma	PAD000009-r00068-L17_NIST_N6	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L25_NIST_N7	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	14	not applicable	blood plasma	PAD000009-r00069-L25_NIST_N7	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L33_NIST_N2	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	15	not applicable	blood plasma	PAD000009-r00070-L33_NIST_N2	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-PC-2-1	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	16	plate control	blood plasma	PAD000009-r00071-PC-2-1	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L18_NIST_N5	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	17	not applicable	blood plasma	PAD000009-r00072-L18_NIST_N5	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L26_NIST_N6	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	18	not applicable	blood plasma	PAD000009-r00073-L26_NIST_N6	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L34_NIST_N3	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	19	not applicable	blood plasma	PAD000009-r00074-L34_NIST_N3	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-PC-2-2	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	20	plate control	blood plasma	PAD000009-r00075-PC-2-2	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L19_NIST_N4	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	21	not applicable	blood plasma	PAD000009-r00076-L19_NIST_N4	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L27_NIST_N6	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	22	not applicable	blood plasma	PAD000009-r00077-L27_NIST_N6	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L35_NIST_N7	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	23	not applicable	blood plasma	PAD000009-r00078-L35_NIST_N7	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-PC-2-3	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	24	plate control	blood plasma	PAD000009-r00079-PC-2-3	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L20_NIST_N4	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	25	not applicable	blood plasma	PAD000009-r00080-L20_NIST_N4	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L28_NIST_N3	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	26	not applicable	blood plasma	PAD000009-r00081-L28_NIST_N3	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-NC-2-1	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	27	negative control	blood plasma	PAD000009-r00082-NC-2-1	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-PC-2-4	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	28	plate control	blood plasma	PAD000009-r00083-PC-2-4	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L13_NIST_N7	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	29	not applicable	blood plasma	PAD000009-r00084-L13_NIST_N7	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L21_NIST_N5	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	30	not applicable	blood plasma	PAD000009-r00085-L21_NIST_N5	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L29_NIST_N3	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	31	not applicable	blood plasma	PAD000009-r00086-L29_NIST_N3	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-NC-2-2	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	32	negative control	blood plasma	PAD000009-r00087-NC-2-2	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-PC-2-5	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	33	plate control	blood plasma	PAD000009-r00088-PC-2-5	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate2_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L07_NIST_N1	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	34	not applicable	blood plasma	PAD000009-r00089-L07_NIST_N1	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate1_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-SC-1-1	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	35	quality control sample	blood plasma	PAD000009-r00090-SC-1-1	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate1_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L08_NIST_N4	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	36	not applicable	blood plasma	PAD000009-r00091-L08_NIST_N4	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate1_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-SC-1-2	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	37	quality control sample	blood plasma	PAD000009-r00092-SC-1-2	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate1_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L01_NIST_N1	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	38	not applicable	blood plasma	PAD000009-r00093-L01_NIST_N1	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate1_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L09_NIST_N2	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	39	not applicable	blood plasma	PAD000009-r00094-L09_NIST_N2	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate1_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-SC-1-3	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	40	quality control sample	blood plasma	PAD000009-r00095-SC-1-3	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate1_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L02_NIST_N4	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	41	not applicable	blood plasma	PAD000009-r00096-L02_NIST_N4	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate1_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L10_NIST_N7	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	42	not applicable	blood plasma	PAD000009-r00097-L10_NIST_N7	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate1_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-PC-1-1	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	43	plate control	blood plasma	PAD000009-r00098-PC-1-1	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate1_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L03_NIST_N3	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	44	not applicable	blood plasma	PAD000009-r00099-L03_NIST_N3	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate1_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L11_NIST_N6	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	45	not applicable	blood plasma	PAD000009-r00100-L11_NIST_N6	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate1_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-PC-1-2	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	46	plate control	blood plasma	PAD000009-r00101-PC-1-2	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate1_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000009-L04_NIST_N7	Homo sapiens	Blood cell; Blood plasma	not available	not available	not available	not available	not available	47	not applicable	blood plasma	PAD000009-r00102-L04_NIST_N7	protein expression profiling by antibody array	1	IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/06/PAD000009/IL-10_and_VEGF-D_in_NIST_SRM_1950_NPX_2025-05-30_fixed.npx.csv	Olink Reveal	Olink Reveal	NPX	Samplemanifest_Plate1_onlyNIST	Plate control	Olink Reveal	Olink Reveal	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
