source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[ancestry category]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[panel name]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[olink panel]	comment[olink platform]	comment[npx normalization]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf version]	comment[sdrf annotation tool]
PAD000016-IPC1_p1_2	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	125	plate control	blood plasma	PAD000016-r00208-IPC1_p1_2	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA28_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	84	not applicable	blood plasma	PAD000016-r00209-AA28_6m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA24_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	85	not applicable	blood plasma	PAD000016-r00210-AA24_0m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA58_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	86	not applicable	blood plasma	PAD000016-r00211-AA58_6m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA56_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	87	not applicable	blood plasma	PAD000016-r00212-AA56_0m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA48_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	88	not applicable	blood plasma	PAD000016-r00213-AA48_0m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-IPC2_p1_2	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	126	plate control	blood plasma	PAD000016-r00214-IPC2_p1_2	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA25_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	89	not applicable	blood plasma	PAD000016-r00215-AA25_0m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA48_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	90	not applicable	blood plasma	PAD000016-r00216-AA48_6m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA21_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	91	not applicable	blood plasma	PAD000016-r00217-AA21_0m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA34_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	92	not applicable	blood plasma	PAD000016-r00218-AA34_6m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA22_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	93	not applicable	blood plasma	PAD000016-r00219-AA22_6m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-IPC3_p1_2	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	127	plate control	blood plasma	PAD000016-r00220-IPC3_p1_2	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA63_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	94	not applicable	blood plasma	PAD000016-r00221-AA63_6m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA02_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	95	not applicable	blood plasma	PAD000016-r00222-AA02_0m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA29_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	96	not applicable	blood plasma	PAD000016-r00223-AA29_6m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA31_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	97	not applicable	blood plasma	PAD000016-r00224-AA31_6m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA34_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	98	not applicable	blood plasma	PAD000016-r00225-AA34_0m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-IPC4_p1_2	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	128	plate control	blood plasma	PAD000016-r00226-IPC4_p1_2	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA57_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	99	not applicable	blood plasma	PAD000016-r00227-AA57_6m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA25_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	100	not applicable	blood plasma	PAD000016-r00228-AA25_6m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA54_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	101	not applicable	blood plasma	PAD000016-r00229-AA54_0m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA63_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	102	not applicable	blood plasma	PAD000016-r00230-AA63_0m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA02_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	103	not applicable	blood plasma	PAD000016-r00231-AA02_6m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-IPC5_p1_2	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	129	plate control	blood plasma	PAD000016-r00232-IPC5_p1_2	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA56_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	104	not applicable	blood plasma	PAD000016-r00233-AA56_6m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA44_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	105	not applicable	blood plasma	PAD000016-r00234-AA44_6m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA17_0m_rep	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	106	not applicable	blood plasma	PAD000016-r00235-AA17_0m_rep	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA07_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	107	not applicable	blood plasma	PAD000016-r00236-AA07_6m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA29_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	108	not applicable	blood plasma	PAD000016-r00237-AA29_0m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-SC1_p1_2	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	130	negative control	blood plasma	PAD000016-r00238-SC1_p1_2	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-NC1_p1_2	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	131	not applicable	blood plasma	PAD000016-r00239-NC1_p1_2	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA36_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	109	not applicable	blood plasma	PAD000016-r00240-AA36_0m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA16_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	110	not applicable	blood plasma	PAD000016-r00241-AA16_0m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA21_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	111	not applicable	blood plasma	PAD000016-r00242-AA21_6m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA39_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	112	not applicable	blood plasma	PAD000016-r00243-AA39_6m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA28_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	113	not applicable	blood plasma	PAD000016-r00244-AA28_0m	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-SC2_p1_2	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	132	negative control	blood plasma	PAD000016-r00245-SC2_p1_2	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-NC2_p1_2	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	133	not applicable	blood plasma	PAD000016-r00246-NC2_p1_2	protein expression profiling by antibody array	1	Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/Olink_CPA_SPIRO_GAHT_and_pregnancy.npx.csv	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
